--- When using SR data,please cite us and provide a link and/or a mention.,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Player,Pos,Age,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Better
PJ Dozier\doziepj01,SG,24,50,6,1088,6.7,16.1,2.1,6.8,4.6,9.4,1.9,3,1.6,6.7,4.2,1.4,1,2.1,3.9,17.5,,104,113,0
Precious Achiuwa\achiupr01,PF,21,61,4,737,8.4,15.4,0,0.1,8.4,15.3,3.8,7.4,4.9,9.1,2,1.3,1.9,2.9,6.1,20.5,,107,109,0
"Provided by <a href=""https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"">Basketball-Reference.com</a>: <a href=""https://www.basketball-reference.com/leagues/NBA_2021_per_poss.html?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#per_poss_stats"">View Original Table</a><br>Generated 9/27/2021.",,,,,,,,,,,,,,,,,,,,,,,,,
Quinn Cook\cookqu01,PG,27,23,0,157,9.1,21.2,3.4,8.1,5.6,13.1,2.2,2.5,0.6,4.7,5.6,1.2,0.3,2.2,3.1,23.7,,107,114,0
Quinndary Weatherspoon\weathqu01,SG,24,20,0,121,6.4,14,0.4,2.4,6,11.6,5.2,6.4,1.2,3.2,3.2,3.2,0.8,4,7.2,18.4,,97,111,0
R.J. Hampton\hamptrj01,SG-PG,19,51,1,888,7.5,17.2,1.5,4.8,6,12.4,3,4.5,1.6,8.3,4.8,1.2,0.6,2.9,3.4,19.5,,100,115,0
Rajon Rondo\rondora01,PG,34,45,3,770,6.1,13.8,2.3,5.7,3.8,8.1,1,1.1,1.2,5.9,12.8,2.4,0.3,5.1,3.4,15.5,,108,112,0
Raul Neto\netora01,PG,28,64,22,1403,6.9,14.7,2.1,5.4,4.8,9.3,2.5,2.8,0.9,4.2,4.8,2.4,0.2,1.7,3.6,18.3,,115,113,0
Ray Spalding\spaldra01,C,23,2,0,19,5,10,0,2.5,5,7.5,0,5,5,5,0,0,5,7.5,7.5,10,,60,114,0
Rayjon Tucker\tuckera01,PG,23,14,0,68,6.4,12.8,1.4,5,5,7.8,9.9,13.5,0.7,7.1,4.3,1.4,0,2.8,5.7,24.1,,123,110,0
Reggie Bullock\bullore01,SF,29,65,64,1949,6.4,14.4,4.2,10.2,2.2,4.2,1.3,1.4,0.4,5.3,2.5,1.3,0.3,1.2,3.7,18.2,,118,111,0
Reggie Jackson\jacksre01,SG,30,67,43,1544,8.4,18.8,3.9,9,4.5,9.7,2.1,2.6,0.8,5.4,6.6,1.3,0.2,2.4,4.1,22.9,,116,113,1
Reggie Perry\perryre01,PF,20,26,0,211,7.3,17.8,0.9,4.8,6.4,13,2.3,3,6.2,10.5,3.2,1.4,1.4,3.4,9.1,17.8,,101,111,0
Richaun Holmes\holmeri01,C,27,61,61,1782,9.9,15.5,0.1,0.3,9.8,15.2,3.6,4.6,3.9,9.7,2.7,1.1,2.6,2,5.7,23.4,,130,115,1
Ricky Rubio\rubiori01,PG,30,68,51,1772,5.1,13.3,1.8,5.7,3.4,7.6,3.5,4,0.7,5.2,11.5,2.6,0.1,3,3.7,15.5,,113,115,0
RJ Barrett\barrerj01,SG,20,72,72,2511,9.3,21.1,2.5,6.2,6.8,15,4.1,5.5,1.4,6.9,4.3,1.1,0.4,2.8,3.7,25.2,,106,110,1
Robert Covington\covinro01,PF,30,70,70,2243,4.4,11.1,2.9,7.7,1.5,3.3,1.1,1.3,1.3,8.8,2.5,2.2,1.8,1.4,4.2,12.9,,113,112,1
Robert Franks\frankro01,PF,24,7,0,101,6.3,13.5,2.4,7.2,3.9,6.3,5.8,6.3,2.9,3.9,2.4,1.4,1.4,1,3.9,20.7,,133,116,0
Robert Williams\williro04,C,23,52,13,985,9.2,12.8,0,0.1,9.2,12.7,2.2,3.6,6.6,11.2,4.7,2.1,4.5,2.6,5.2,20.7,,139,104,0
Robert Woodard\woodaro01,SF,21,13,0,45,8.5,21.3,1.1,6.4,7.5,14.9,3.2,8.5,4.3,12.8,2.1,0,3.2,1.1,4.3,21.3,,96,114,0
Robin Lopez\lopezro01,C,32,71,9,1354,9.2,14.5,0.2,0.6,9,13.9,3.4,4.7,4.8,4.5,1.9,0.5,1.5,2.6,3.7,21.9,,124,116,0
Rodions Kurucs\kurucro01,SF-PF,22,21,0,125,4.2,12.1,2.3,8,1.9,4.2,1.1,1.5,1.9,6.8,3.8,3.4,1.5,4.9,6.1,11.7,,79,109,0
Rodney Hood\hoodro01,SF,28,55,5,942,4.9,13.4,1.8,5.8,3.1,7.6,1.2,1.4,1.2,4.1,2.7,1.2,0.4,1.9,3.8,12.7,,94,118,0
Rodney McGruder\mcgruro01,SG,29,16,2,194,9.4,17.7,2.8,6.1,6.6,11.6,1.5,2,2,3.5,4,2,0.3,1.8,3,23,,120,114,0
Romeo Langford\langfro01,SG,21,18,4,283,3.6,10.2,0.9,3.1,2.8,7.1,1.6,2.1,2.1,4,2.2,1,0.9,1.7,4.1,9.7,,95,116,0
Rondae Hollis-Jefferson\holliro01,PF,26,11,1,107,4.1,8.2,0,0.5,4.1,7.7,4.1,7.3,5,6.8,5.9,0.9,1.8,0.9,6.8,12.3,,136,116,0
Royce O'Neale\onealro01,SF,27,71,71,2241,3.8,8.6,2.3,6,1.5,2.5,0.8,1,1.9,8.6,3.9,1.2,0.7,1.8,4,10.8,,121,108,0
Rudy Gay\gayru01,PF,34,63,1,1358,9.4,22.4,3.8,9.9,5.6,12.5,2.9,3.6,1.5,9.3,3.1,1.6,1.4,2.3,4.1,25.6,,103,111,1
Rudy Gobert\goberru01,C,28,71,71,2187,8.7,12.9,0,0.1,8.7,12.8,5.2,8.3,5.3,16,2,0.9,4.2,2.6,3.6,22.6,,131,101,1
Rui Hachimura\hachiru01,PF,22,57,57,1797,8,16.6,1.2,3.5,6.8,13.1,3.2,4.1,1.3,6.7,2.1,1.1,0.2,1.7,3.1,20.2,,107,115,1
Russell Westbrook\westbru01,PG,32,65,65,2369,10.6,24.1,1.7,5.3,8.9,18.8,5.3,8,2.1,12.5,14.9,1.7,0.4,6.1,3.7,28.1,,105,110,1
Ryan Arcidiacono\arcidry01,PG,26,44,0,450,5.3,12.6,2.7,7.2,2.6,5.4,1.4,2.2,0.5,6.7,6,1,0,1.1,5.1,14.7,,118,114,0
Saben Lee\leesa01,PG,21,48,7,781,6.2,13.2,0.5,1.4,5.7,11.7,3.8,5.6,1.3,4.8,10.9,2,0.8,3.5,4.8,16.8,,112,113,0
Saddiq Bey\beysa01,SF,21,70,53,1909,7.2,17.8,4.5,11.8,2.7,5.9,3.2,3.8,1.1,7.1,2.4,1.3,0.4,1.5,2.8,22,,112,114,0
Sam Merrill\merrisa01,SG,24,30,2,233,6.4,14.5,4.2,9.5,2.2,5,0.8,0.8,1.2,4.8,4.2,1.6,0.2,2,3.4,17.9,,118,114,0
Sean McDermott\mcderse01,SF,24,18,0,158,3.9,10,1.5,6.7,2.4,3.3,2.4,2.4,1.8,3.9,1.2,0.6,0.9,1.2,2.4,11.8,,110,116,0
Sekou Doumbouya\doumbse01,PF,20,56,11,869,6,15.9,1.5,6.5,4.6,9.4,2.5,3.6,2.2,5.9,2.7,1.4,0.5,2.5,5.3,16.1,,93,114,0
Semi Ojeleye\ojelese01,PF,26,56,15,950,4.6,11.4,3,8.1,1.6,3.2,1.2,1.6,1.6,6,1.9,0.9,0,1.1,2.9,13.4,,114,116,0
Serge Ibaka\ibakase01,C,31,41,39,955,9.6,18.9,2,6,7.6,13,2.2,2.7,3.8,10.5,3.8,0.5,2.4,2.3,3.9,23.5,,119,110,1
Seth Curry\curryse01,SG,30,57,57,1638,7.6,16.3,3.7,8.2,3.9,8,2,2.3,0.3,3.7,4.6,1.3,0.2,1.9,2.8,20.9,,118,112,1
Shai Gilgeous-Alexander\gilgesh01,SG,22,35,35,1180,11.6,22.8,2.9,6.8,8.7,15.9,7.5,9.2,0.8,5.9,8.3,1.1,0.9,4.3,2.8,33.4,,118,115,1
Shake Milton\miltosh01,SG,24,63,4,1461,9.9,22,2.3,6.7,7.6,15.3,4.8,5.8,1.1,3.8,6.4,1.3,0.6,3.4,4.3,27,,109,112,0
Shaquille Harrison\harrish01,SG,27,34,0,333,3.8,11.5,0.4,2.4,3.4,9.2,2.7,3.3,1,6.1,3.7,2.5,0.7,1.6,4.9,10.8,,94,110,0
Sindarius Thornwell\thornsi01,SG,26,21,1,217,3.3,10.3,1.6,5.1,1.8,5.1,0.9,1.8,0.7,3.3,4.7,2.9,0.4,1.6,3.3,9.1,,93,114,0
Skylar Mays\mayssk01,SG,23,33,0,269,8,17.9,2.6,7.3,5.5,10.6,4,4.6,1.8,4.6,5.5,2.6,0.4,1.6,2.7,22.7,,121,113,0
Solomon Hill\hillso01,PF,29,71,16,1513,3.5,9.7,2.2,6.9,1.3,2.8,1.1,1.5,1.4,5.6,2.4,1.6,0.4,1.4,3.8,10.3,,104,115,0
Spencer Dinwiddie\dinwisp01,SG,27,3,3,64,4.5,12.1,1.5,5.3,3,6.8,4.5,4.5,0,9.8,6.8,1.5,0.8,3.8,3,15.1,,102,112,1
Stanley Johnson\johnsst04,PF,24,61,13,1006,4.3,11.2,2.2,6.6,2.1,4.6,2.1,2.6,1.4,6,4.3,2.5,0.9,2.6,5.6,12.8,,102,112,0
Stephen Curry\curryst01,PG,32,63,63,2152,14.4,29.8,7.4,17.5,7,12.3,7.9,8.6,0.6,6.9,7.9,1.7,0.2,4.6,2.6,44,,119,111,1
Sterling Brown\brownst02,SG,25,51,14,1229,5.8,12.9,3.5,8.3,2.3,4.6,1,1.2,1.5,7.2,2.8,1.5,0.5,1.6,3.7,16,,114,116,0
Steven Adams\adamsst01,C,27,58,58,1605,5.6,9.2,0,0.1,5.6,9.1,1.8,4,6.4,9,3.3,1.6,1.1,2.3,3.4,13.1,,122,112,1
Sviatoslav Mykhailiuk\mykhasv01,SF-SG,23,66,14,1324,7.6,18.4,3.8,11.4,3.8,7,1.4,1.8,0.9,5.1,4,1.9,0.4,3.2,2.3,20.4,,98,114,0
T.J. Leaf\leaftj01,PF,23,7,0,35,7,13.9,0,0,7,13.9,2.8,2.8,0,7,1.4,2.8,1.4,2.8,1.4,16.7,,97,113,0
T.J. McConnell\mccontj01,PG,28,69,3,1796,7.2,12.9,0.4,1.3,6.8,11.6,0.9,1.3,1.4,5.3,12,3.4,0.6,3.6,3,15.7,,117,110,0
T.J. Warren\warretj01,SF,27,4,4,117,10.9,20.6,0,2.8,10.9,17.8,3.2,4,0.8,4.8,2,0.8,0,1.6,6.5,25,,107,117,1
Tacko Fall\fallta01,C,25,19,0,136,7.5,10.4,0,0,7.5,10.4,1.8,5.4,5.7,12.9,1.1,0.4,7.2,2.2,7.9,16.9,,124,104,0
Taj Gibson\gibsota01,PF,35,45,3,936,5.3,8.4,0.2,0.8,5.1,7.6,2.1,2.9,5.3,8.1,1.9,1.7,2.6,1.2,5.3,12.9,,139,105,0
Talen Horton-Tucker\hortota01,SG,20,65,4,1304,8.4,18.2,1.4,4.9,7,13.4,3.7,4.8,0.9,5.4,6.8,2.4,0.8,3.9,4.7,21.8,,103,107,0
Taurean Prince\princta02,PF,26,41,10,905,7.1,17.7,3.4,8.4,3.7,9.3,3.5,4.1,1,6.7,4.1,1.5,1.2,2.5,4.1,21.1,,106,114,0
Terance Mann\mannte01,SG,24,67,10,1263,7,13.7,1.5,3.6,5.5,10.2,3.1,3.7,2.2,7.3,4.1,1.1,0.5,1.6,4.9,18.5,,125,112,0
Terence Davis\daviste02,SG,23,61,4,1074,8.7,20.5,4.4,12,4.4,8.5,2,2.5,0.9,6,3.7,2,0.6,2.8,4.4,23.9,,104,115,0
Terrance Ferguson\fergute01,SG,22,13,0,49,1,6.9,0,4.9,1,2,0,0,0,1,2,1,0,3.9,6.9,2,,30,114,0
Terrence Ross\rosste01,SG,29,46,2,1347,9.2,22.3,3.2,9.5,6,12.7,4.3,5,0.5,5.2,3.9,1.7,0.8,2.7,3.2,25.9,,103,115,0
Terry Rozier\roziete01,SG,26,69,69,2383,10.5,23.2,4.5,11.7,5.9,11.5,3.4,4.1,1,5.2,6,1.8,0.5,2.6,2.4,28.8,,113,114,1
Thaddeus Young\youngth01,PF,32,68,23,1652,10.9,19.4,0.4,1.3,10.5,18.1,2.1,3.3,4.9,7.5,8.5,2.2,1.2,4,4.5,24.2,,116,110,0
Thanasis Antetokounmpo\antetth01,SF,28,57,3,551,5.7,11.7,0.6,2.5,5.1,9.2,2.1,4.2,4.6,6,3.9,1.9,0.9,3.7,6.3,14.1,,104,112,0
Théo Maledon\maledth01,PG,19,65,49,1778,6,16.4,2.8,8.4,3.2,8,2.7,3.6,0.7,5,6.1,1.5,0.3,3.8,3.4,17.6,,94,116,0
Theo Pinson\pinsoth01,SG,25,17,0,34,1.5,13.2,0,11.8,1.5,1.5,0,0,0,7.4,1.5,0,0,1.5,5.9,2.9,,29,113,0
Thomas Bryant\bryanth01,C,23,10,10,271,10,15.5,1.5,3.6,8.5,11.9,2.7,4.1,3.1,7.3,2.6,0.7,1.4,1.9,5.3,24.3,,132,114,0
Thon Maker\makerth01,C,23,8,0,76,6.5,11.7,0,1.3,6.5,10.4,6.5,7.1,5.2,6.5,2.6,1.3,2.6,1.9,4.5,19.5,,133,113,0
Tim Frazier\fraziti01,PG,30,5,0,62,2.3,15.4,0,6.2,2.3,9.3,1.5,4.6,0,6.2,12.3,1.5,0.8,3.1,5.4,6.2,,63,112,0
Tim Hardaway Jr.\hardati02,SG,28,70,31,1985,10.1,22.6,5.1,13.1,5,9.5,3.5,4.3,0.5,5.2,3.1,0.8,0.3,1.6,2.8,28.9,,116,116,1
Timothé Luwawu-Cabarrot\luwawti01,SF,25,58,7,1050,6,16.4,3.4,11,2.5,5.4,1.6,2,1.3,4.6,3.2,1.5,0.3,2,4.5,17,,100,116,0
Tobias Harris\harrito02,PF,28,62,62,2014,11.3,22.1,2,5,9.4,17.1,4.4,4.9,1.5,8.5,5.3,1.3,1.2,2.6,2.8,29,,118,108,1
Tomáš Satoranský\satorto01,SG,29,58,18,1307,6.3,12.2,1.6,4.4,4.7,7.8,2.5,2.9,1.1,4.2,10.1,1.5,0.5,3.6,3.3,16.6,,118,114,0
Tony Bradley\bradlto01,C,23,42,8,684,9.2,13.8,0,0.2,9.2,13.6,2.7,3.8,5.9,10.8,2.6,1,2.1,2.3,4.3,21,,131,109,0
Tony Snell\snellto01,SG,29,47,23,992,4.4,8.5,3.1,5.4,1.3,3.1,0.5,0.5,0.9,4.7,2.9,0.6,0.5,1,3.7,12.3,,135,117,0
Torrey Craig\craigto01,SF,30,50,8,803,6.6,13.8,2.4,6.4,4.2,7.3,1,1.3,3.5,8.5,3,1.7,1.6,1.5,5,16.6,,120,109,0
Trae Young\youngtr01,PG,22,63,63,2125,11.3,25.7,3.1,9.2,8.1,16.6,11.2,12.6,0.9,4.8,13.8,1.2,0.3,6,2.6,36.9,,117,116,1
Tre Jones\jonestr01,PG,21,37,1,269,6.7,14.1,0.5,0.9,6.1,13.2,3.1,3.4,1.4,2.3,7,1.4,0,2.3,2.3,17,,112,117,0
Tremont Waters\watertr01,PG,23,26,3,238,7,17.2,3.1,7.8,3.9,9.4,3.3,3.5,1,3.3,12.7,3.1,0.2,5.5,3.5,20.3,,108,112,0
Trent Forrest\forretr01,PG,22,30,0,302,5.2,11.5,0.8,4.2,4.4,7.3,3.1,3.1,1.8,5.3,7.3,1.5,0.6,3.4,3.5,14.2,,113,110,0
Trevor Ariza\arizatr01,SF,35,30,27,841,5.8,14.2,3,8.4,2.9,5.8,2,2.6,1.6,6.9,3.2,1.8,1.1,1.2,3.2,16.7,,111,111,0
Trey Burke\burketr01,PG,28,62,1,911,8.2,19.1,3.1,8.9,5,10.2,2.8,3.1,0.5,2.4,4.4,1.9,0.4,1.8,3.5,22.3,,110,115,0
Trey Lyles\lylestr01,PF,25,23,9,358,5.8,12.2,1.9,5.4,3.9,6.8,2,3.1,1.2,10.4,1.9,0.8,0.1,0.8,1.8,15.6,,116,114,0
Tristan Thompson\thomptr01,PF,29,54,43,1287,6.4,12.4,0,0.1,6.4,12.3,2.7,4.6,6.4,10.2,2.5,0.9,1.3,2.4,4.5,15.5,,116,112,0
Troy Brown Jr.\browntr01,SF,21,34,0,524,5.6,13,2,6.3,3.6,6.7,1.3,1.9,1.8,7.6,2.6,0.9,0.5,1.9,4.4,14.5,,103,114,0
Ty Jerome\jeromty01,SG,23,33,1,788,7.7,17.3,4.3,10.1,3.4,7.2,1.6,2.1,0.6,4.9,7.2,1.2,0.4,2.8,3.7,21.3,,113,116,0
Ty-Shon Alexander\alexaty01,SG,22,15,0,47,3.2,12.6,2.1,9.5,1.1,3.2,1.1,2.1,2.1,8.4,6.3,0,1.1,3.2,2.1,9.5,,84,114,0
Tyler Bey\beyty01,SF,22,18,0,71,4.9,15.3,0.7,2.8,4.2,12.5,2.1,3.5,5.6,7.6,2.1,0,0.7,2.1,4.2,12.5,,91,116,0
Tyler Cook\cookty01,SF-PF,23,32,1,438,7.7,11.5,0.1,0.2,7.6,11.3,1.9,3.9,3.1,7.5,1.9,0.9,0.2,2.4,3.9,17.5,,118,115,0
Tyler Herro\herroty01,SG,21,54,15,1635,9.3,21.2,3.3,9,6.1,12.2,2.9,3.6,0.8,7.4,5.6,1.1,0.5,3.1,2.2,24.8,,104,113,0
Tyler Johnson\johnsty01,SG,28,39,3,684,5.1,12.9,3.4,9.3,1.7,3.6,1.3,1.5,0.4,5,3.3,1,0,1.2,3,14.8,,111,117,0
Tyrell Terry\terryty01,PG,20,11,0,56,4.4,14.1,0,6.2,4.4,7.9,0.9,2.6,0,5.3,5.3,4.4,0,1.8,1.8,9.7,,75,108,0
Tyrese Haliburton\halibty01,PG,20,58,20,1746,8,17,3.3,8.1,4.7,8.9,1.3,1.5,1.1,3.7,8.5,2.1,0.8,2.5,2.3,20.7,,118,118,0
Tyrese Maxey\maxeyty01,SG,20,61,8,935,10.2,22.1,1.6,5.3,8.6,16.8,3.1,3.6,0.6,4.8,6.2,1.3,0.7,2.1,4.1,25.2,,110,111,1
Tyus Jones\jonesty01,PG,24,70,9,1222,7,16.2,1.8,5.5,5.2,10.7,1.6,1.8,0.8,4.7,10.1,2.5,0.2,1.9,1.2,17.3,,115,112,0
Udoka Azubuike\azubuud01,C,21,15,0,57,3.4,7.7,0,0,3.4,7.7,6.8,8.5,3.4,7.7,0,0.9,3.4,2.6,7.7,13.7,,113,106,0
Udonis Haslem\hasleud01,C,40,1,0,3,33.1,33.1,0,0,33.1,33.1,0,0,0,16.6,0,0,0,0,0,66.2,,200,111,0
Vernon Carey Jr.\careyve01,C,19,19,4,115,7.6,15.3,0.4,3,7.2,12.3,3.8,4.7,2.5,8.9,0.8,0.4,2.1,2.1,5.5,19.5,,108,113,0
Victor Oladipo\oladivi01,SG,28,33,33,1080,10.3,25.4,3.4,10.5,6.9,14.8,4.6,6.1,0.5,6.5,6.6,2,0.6,3.7,3.6,28.7,,100,114,1
Vincent Poirier\poirivi01,C,27,10,0,39,3.7,14.8,0,1.2,3.7,13.6,2.5,7.4,7.4,9.9,2.5,0,3.7,4.9,9.9,9.9,,70,107,0
Vlatko Čančar\cancavl01,PF,23,41,1,281,5.8,12.7,1.6,5.8,4.2,6.9,1.8,2.3,1.9,6.9,2.5,1.9,0.4,2.5,3.2,15,,104,112,0
Wayne Ellington\ellinwa01,SG,33,46,31,1012,7.2,16.4,5.6,13.3,1.6,3.1,1.4,1.7,0.6,3.5,3.2,0.9,0.4,1.6,2.9,21.4,,118,117,0
Wendell Carter Jr.\cartewe01,C,21,54,44,1375,8.1,16.1,0.5,1.8,7.6,14.3,4.6,6.3,4.7,11,3.7,1.2,1.5,2.8,5.2,21.4,,114,111,0
Wenyen Gabriel\gabriwe01,PF,23,21,0,241,4.8,11.9,2.6,6.4,2.2,5.6,2.2,3.4,4,6.8,2.2,1.8,1.6,3,6.4,14.3,,104,112,0
Wesley Iwundu\iwundwe01,SF,26,41,4,539,3.1,9.2,0.5,3.7,2.6,5.5,2.3,2.8,1.4,6.8,1.6,1.4,0.4,1.7,4.4,8.9,,89,114,0
Wesley Matthews\matthwe02,SG,34,58,10,1130,3.8,10.8,2.8,8.5,1,2.4,1.5,1.8,0.9,3.1,2.3,1.6,0.7,1.1,3.4,12,,106,110,0
Will Barton\bartowi01,SF,30,56,52,1736,7.4,17.3,2.8,7.3,4.6,10,2.7,3.4,1.1,5.3,5.2,1.4,0.7,2.7,2.7,20.2,,107,114,0
Will Magnay\magnawi01,C,22,1,0,3,0,16,0,16,0,0,0,0,0,0,0,0,0,16,16,0,,0,122,0
Willie Cauley-Stein\caulewi01,C,27,53,16,906,6.3,9.9,0.1,0.6,6.2,9.3,2.7,4.2,3.6,9.3,1.9,1.1,2.3,1.6,7,15.2,,128,110,0
Willy Hernangómez\hernawi01,C,26,47,12,846,8.6,15.2,0.1,0.6,8.5,14.6,3.5,5.3,6.6,12.3,2.8,1.2,1.3,1.9,3.9,20.7,,125,111,0
Xavier Tillman Sr.\tillmxa01,PF,22,59,12,1085,7.4,13.2,1,2.9,6.4,10.3,1.5,2.3,3.3,8,3.3,1.9,1.5,2,5.1,17.2,,119,110,0
Yogi Ferrell\ferreyo01,PG,27,10,0,136,7.3,20.7,3.3,10.2,4,10.5,2.5,3.3,1.8,5.1,8,2.5,1.1,1.1,4,20.4,,110,111,0
Yuta Watanabe\watanyu01,SF,26,50,4,723,5.3,12,2.4,6,2.9,6,1.6,1.9,2.4,8.2,2.7,1.7,1.3,1.3,3.8,14.6,,117,111,0
Zach LaVine\lavinza01,SG,25,58,58,2034,13.6,26.8,4.8,11.4,8.8,15.4,6,7.1,0.9,6,6.7,1.1,0.6,4.8,3.3,37.9,,115,114,1
Zeke Nnaji\nnajize01,PF,20,42,1,397,6.2,12.9,3,7.3,3.2,5.6,1.5,1.9,1.7,6.3,1.2,1,0.5,0.9,3.6,16.9,,124,115,0
Zion Williamson\willizi01,PF,20,61,61,2026,15,24.5,0.2,0.8,14.8,23.7,8.7,12.5,4,6.5,5.3,1.3,0.9,4,3.2,39,,124,115,1
